city,floorNumber,floorsTotal,totalArea,price,rooms
Санкт-Петербург,10,16.0,38.0,8100000,1
Ярославль,1,9.0,38.0,8100000,1
Санкт-Петербург,12,20.0,38.6,8200000,1
Санкт-Петербург,3,14.0,38.4,8190000,1
Иркутск,5,17.0,38.5,8200000,1
Иркутск,2,16.0,38.1,8150000,1
Иркутск,5,17.0,38.5,8150000,1
Иркутск,21,22.0,39.1,8200000,1
Иркутск,2,16.0,38.1,8300000,1
Иркутск,3,10.0,38.0,8300000,2
Санкт-Петербург,15,16.0,38.0,8300000,1
Иркутск,2,22.0,38.3,8350000,1
Иркутск,11,14.0,38.0,8300000,1
Иркутск,10,12.0,38.9,8400000,2
Иркутск,23,27.0,39.0,8400000,1
Иркутск,5,9.0,39.0,8500000,1
Ярославль,1,16.0,38.2,8500000,1
Иркутск,17,17.0,38.5,8500000,1
Иркутск,3,17.0,39.0,8500000,1
Ярославль,11,12.0,39.0,8640000,2
Иркутск,11,12.0,38.4,8640000,2
Иркутск,6,17.0,38.0,9000000,1
Москва,6,15.0,38.3,9050000,1
Иркутск,7,17.0,38.0,9000000,1
Краснодар,17,17.0,38.0,9170000,1
Санкт-Петербург,6,14.0,39.0,9510000,1
Иркутск,10,14.0,38.0,9500000,1
Москва,5,14.0,38.0,10100000,1
Москва,6,14.0,38.0,10100000,1
Санкт-Петербург,7,17.0,38.0,10995000,1
Иркутск,2,25.0,38.4,10900000,1
Москва,9,14.0,39.1,11100000,1
Москва,2,12.0,39.0,12000000,1
Краснодар,6,7.0,38.7,12000000,1
Москва,6,14.0,38.0,12600000,1
Санкт-Петербург,15,21.0,39.4,12600000,1
Иркутск,10,21.0,39.5,12900000,1
Санкт-Петербург,10,14.0,38.0,13400000,1
Ярославль,3,17.0,39.0,5650000,1
Иркутск,2,12.0,39.0,5700000,1
Иркутск,4,24.0,38.4,5800000,1
Иркутск,6,12.0,38.7,5800000,1
Иркутск,2,12.0,39.1,5850000,1
Краснодар,9,14.0,39.0,5950000,1
Иркутск,13,17.0,38.5,6000000,1
Иркутск,8,17.0,38.1,6000000,1
Иркутск,2,14.0,38.6,6130000,1
Ярославль,4,9.0,40.0,8900000,1
Санкт-Петербург,3,14.0,40.0,9800000,1
Санкт-Петербург,18,21.0,41.95,10500000,1
Санкт-Петербург,2,14.0,42.0,10800000,1
Санкт-Петербург,7,17.0,40.0,10995000,1
Иркутск,10,25.0,41.0,7800000,1
Иркутск,7,16.0,40.0,5900000,1
Краснодар,2,8.0,40.0,7990000,1
Ярославль,14,15.0,41.6,8900000,1
Санкт-Петербург,8,8.0,42.98,11954000,1
Краснодар,2,4.0,42.6,6850000,3
Санкт-Петербург,10,19.0,40.6,13000000,1
Иркутск,22,24.0,42.0,6300000,1
Санкт-Петербург,4,4.0,40.0,6400000,4
Ярославль,3,8.0,41.7,7000000,4
Иркутск,11,14.0,40.0,7000000,1
Иркутск,7,12.0,40.5,7800000,1
Санкт-Петербург,2,14.0,42.91,10600000,1
Иркутск,7,16.0,40.0,5900000,1
Иркутск,15,17.0,40.4,6000000,1
Краснодар,2,5.0,40.0,8100000,9
Иркутск,1,17.0,40.6,5550000,1
Иркутск,9,17.0,40.5,5750000,1
Иркутск,1,16.0,40.0,5800000,1
Иркутск,11,12.0,42.0,6199000,1
Иркутск,7,12.0,40.0,6200000,1
Иркутск,15,17.0,40.4,6220000,1
Иркутск,5,12.0,41.0,6500000,1
Санкт-Петербург,4,4.0,40.5,6500000,1
Санкт-Петербург,4,4.0,42.0,6500000,4
Краснодар,2,4.0,42.0,6700000,4
Ярославль,4,14.0,42.0,6700000,1
Иркутск,17,17.0,41.0,6790000,1
Краснодар,6,6.0,42.3,6780000,1
Иркутск,20,24.0,42.0,6800000,1
Иркутск,7,12.0,41.0,6800000,2
Иркутск,13,14.0,41.9,6800000,1
Иркутск,4,14.0,40.0,6899000,1
Иркутск,4,14.0,40.0,6800000,1
Иркутск,21,24.0,42.0,6800000,1
Санкт-Петербург,23,24.0,42.0,6900000,1
Иркутск,23,24.0,41.7,7000000,1
Ярославль,13,16.0,40.0,7000000,1
Краснодар,4,4.0,40.0,7000000,1
Иркутск,6,14.0,40.0,7000000,1
Иркутск,6,16.0,40.0,7099000,1
Ярославль,2,12.0,42.0,7100000,2
Иркутск,1,12.0,41.0,7100000,2
Ярославль,2,14.0,42.0,7300000,2
Санкт-Петербург,5,25.0,40.0,7350000,1
Иркутск,10,14.0,41.1,7490000,1
Иркутск,7,14.0,42.0,7500000,1
Санкт-Петербург,25,45.0,42.4,7700000,1
Иркутск,12,16.0,41.0,7750000,1
Краснодар,2,8.0,40.0,7990000,1
Краснодар,4,5.0,42.9,7950000,3
Краснодар,1,9.0,40.5,7900000,2
Иркутск,13,22.0,42.0,7900000,1
Иркутск,11,14.0,42.5,7900000,2
Иркутск,22,25.0,41.0,8050000,1
Краснодар,9,14.0,40.0,8300000,1
Краснодар,5,5.0,40.3,8300000,2
Ярославль,8,14.0,42.4,8300000,2
Иркутск,11,12.0,40.0,8300000,2
Санкт-Петербург,2,23.0,42.5,8700000,1
Санкт-Петербург,2,23.0,42.8,8700000,1
Санкт-Петербург,2,23.0,42.2,8700000,1
Санкт-Петербург,18,19.0,42.8,8700000,1
Иркутск,1,9.0,42.7,8800000,3
Иркутск,13,22.0,40.0,8800000,1
Иркутск,7,12.0,40.5,9000000,1
Краснодар,3,9.0,42.0,9200000,3
Санкт-Петербург,15,23.0,40.0,9300000,1
Краснодар,5,5.0,42.0,9500000,3
Краснодар,2,9.0,42.1,9600000,3
Ярославль,5,9.0,41.0,9750000,1
Иркутск,5,9.0,40.7,9750000,1
Иркутск,16,16.0,41.0,9790000,1
Санкт-Петербург,7,14.0,42.07,10000000,1
Санкт-Петербург,2,10.0,40.4,10000000,1
Краснодар,8,9.0,42.9,10000000,3
Санкт-Петербург,5,14.0,40.0,10000000,1
Санкт-Петербург,7,20.0,41.18,10100000,1
Иркутск,14,18.0,40.0,10500000,1
Москва,3,14.0,40.0,10700000,1
Ярославль,10,12.0,41.0,10800000,2
Санкт-Петербург,8,14.0,42.0,10800000,1
Санкт-Петербург,11,23.0,42.7,10900000,1
Санкт-Петербург,2,14.0,41.5,12200000,1
Санкт-Петербург,14,15.0,41.9,12500000,1
Иркутск,12,12.0,40.0,5700000,1
Иркутск,16,17.0,41.4,5750000,1
Иркутск,11,12.0,40.0,5980000,1
Иркутск,16,17.0,40.0,6000000,1
Иркутск,10,16.0,42.1,6150000,1
Ярославль,2,16.0,41.0,6200000,1
Иркутск,7,12.0,40.0,6200000,1
Иркутск,13,17.0,40.0,6490000,1
Иркутск,1,9.0,42.1,6400000,3
Иркутск,3,12.0,40.0,6600000,1
Иркутск,5,14.0,41.0,6600000,1
Иркутск,7,17.0,42.0,6700000,1
Иркутск,13,14.0,40.0,6650000,1
Иркутск,1,12.0,41.2,6850000,2
Санкт-Петербург,9,15.0,41.1,6800000,1
Санкт-Петербург,23,24.0,41.7,6850000,1
Краснодар,3,9.0,40.3,6950000,3
Иркутск,17,17.0,40.0,7000000,1
Санкт-Петербург,11,15.0,42.0,7090000,1
Иркутск,4,14.0,41.0,7000000,1
Иркутск,5,17.0,40.0,7050000,1
Иркутск,11,17.0,40.0,7220000,1
Санкт-Петербург,3,21.0,40.0,7290000,1
Санкт-Петербург,2,4.0,40.0,7300000,1
Ярославль,3,14.0,42.0,7300000,2
Санкт-Петербург,5,25.0,40.0,7350000,1
Ярославль,14,16.0,41.0,7400000,1
Ярославль,8,12.0,42.0,7500000,2
Иркутск,12,12.0,40.0,7500000,1
Иркутск,2,12.0,40.0,7500000,1
Иркутск,8,12.0,42.3,7600000,2
Иркутск,9,23.0,40.0,7600000,1
Иркутск,13,22.0,42.0,7658000,1
Санкт-Петербург,6,9.0,42.4,7800000,3
Краснодар,2,5.0,42.4,7800000,3
Иркутск,5,5.0,40.0,7999000,2
Санкт-Петербург,5,25.0,40.0,7900000,1
Иркутск,4,12.0,41.0,7950000,1
Краснодар,7,9.0,40.7,8000000,3
Краснодар,3,14.0,42.0,8000000,1
Иркутск,11,12.0,42.0,8000000,3
Иркутск,11,12.0,42.0,8000000,3
Санкт-Петербург,5,19.0,41.06,8190000,1
Иркутск,6,9.0,42.0,8300000,3
Иркутск,16,16.0,42.0,8300000,1
Санкт-Петербург,8,23.0,41.0,8370000,1
Краснодар,5,5.0,42.0,8300000,3
Иркутск,16,16.0,42.2,8300000,1
Иркутск,5,25.0,40.0,8400000,1
Краснодар,3,9.0,42.8,8500000,2
Краснодар,5,5.0,41.2,8500000,2
Иркутск,9,22.0,40.0,8500000,1
Санкт-Петербург,3,15.0,42.1,8500000,1
Иркутск,8,16.0,40.0,8600000,1
Иркутск,8,12.0,40.0,8700000,1
Иркутск,16,24.0,42.0,8900000,1
Ярославль,11,12.0,41.0,8900000,1
Краснодар,7,8.0,42.9,9200000,1
Краснодар,3,9.0,42.2,9200000,3
Иркутск,12,12.0,41.6,9200000,1
Иркутск,5,22.0,41.7,9400000,1
Ярославль,2,16.0,40.0,9500000,1
Иркутск,15,17.0,40.0,9500000,1
Санкт-Петербург,17,18.0,40.0,9700000,1
Ярославль,9,12.0,41.0,9900000,2
Санкт-Петербург,5,20.0,40.0,10000000,1
Иркутск,3,25.0,40.0,11000000,1
Иркутск,18,21.0,40.0,11000000,1
Санкт-Петербург,14,14.0,41.5,11831040,1
Санкт-Петербург,14,14.0,42.5,11980750,1
Иркутск,7,16.0,40.0,5950000,1
Ярославль,7,12.0,43.0,6499000,1
Краснодар,2,4.0,42.6,6700000,3
Санкт-Петербург,8,16.0,40.0,8200000,1
Ярославль,4,5.0,43.0,8300000,3
Иркутск,5,9.0,44.4,6500000,3
Краснодар,3,5.0,44.0,8600000,3
Иркутск,2,9.0,43.0,7000000,3
Краснодар,2,5.0,43.2,9100000,3
Санкт-Петербург,4,20.0,43.51,10500000,1
Краснодар,1,5.0,43.2,10000000,3
Иркутск,10,12.0,43.0,6500000,1
Ярославль,11,14.0,44.6,7000000,3
Иркутск,4,9.0,44.9,7650000,3
Иркутск,9,12.0,44.7,7800000,3
Краснодар,6,8.0,44.0,7900000,4
Санкт-Петербург,8,9.0,44.6,8200000,2
Москва,15,15.0,43.6,8350000,1
Краснодар,4,5.0,43.3,8590000,3
Краснодар,7,9.0,43.2,8800000,2
Краснодар,1,8.0,43.0,8900000,4
Москва,4,9.0,44.0,9180000,3
Иркутск,2,14.0,44.5,9300000,3
Иркутск,9,9.0,44.5,7700000,3
Иркутск,6,9.0,43.7,8350000,3
Иркутск,9,9.0,44.7,9000000,2
Санкт-Петербург,2,9.0,44.0,13500000,1
Санкт-Петербург,6,18.0,44.0,21500000,1
Санкт-Петербург,10,18.0,43.0,26000000,1
Иркутск,6,9.0,44.6,6200000,3
Иркутск,3,9.0,43.0,6300000,2
Иркутск,2,9.0,44.5,6500000,3
Иркутск,5,9.0,44.2,6700000,3
Иркутск,4,9.0,44.0,6700000,3
Иркутск,5,9.0,43.1,6800000,3
Иркутск,5,24.0,43.0,6900000,1
Иркутск,4,9.0,44.2,6900000,3
Иркутск,2,9.0,44.7,7000000,2
Иркутск,9,9.0,44.1,7000000,3
Иркутск,6,9.0,44.0,7100000,3
Иркутск,10,12.0,44.0,7100000,3
Иркутск,7,9.0,44.0,7100000,3
Ярославль,2,12.0,44.6,7200000,3
Иркутск,5,9.0,44.4,7189000,3
Иркутск,5,9.0,44.4,7199000,3
Ярославль,1,5.0,44.2,7200000,3
Иркутск,2,9.0,44.0,7300000,3
Иркутск,2,9.0,44.1,7300000,3
Иркутск,2,9.0,44.0,7300000,3
Иркутск,9,9.0,44.4,7450000,3
Иркутск,2,9.0,44.7,7550000,3
Иркутск,2,9.0,44.3,7500000,3
Иркутск,7,12.0,44.7,7550000,2
Иркутск,9,9.0,44.5,7600000,3
Иркутск,7,9.0,44.1,7600000,3
Ярославль,9,9.0,44.0,7700000,3
Иркутск,8,9.0,44.5,7700000,3
Краснодар,2,5.0,44.1,7750000,3
Иркутск,8,9.0,44.4,7800000,2
Краснодар,1,5.0,44.0,7850000,3
Санкт-Петербург,9,11.0,44.0,7850000,1
Краснодар,4,5.0,43.3,7900000,4
Иркутск,5,9.0,44.0,7969000,3
Иркутск,2,9.0,44.3,7900000,3
Ярославль,5,9.0,44.0,8000000,3
Иркутск,8,9.0,44.6,8000000,2
Иркутск,7,9.0,43.0,8200000,3
Иркутск,4,9.0,44.8,8200000,3
Иркутск,3,5.0,44.9,8300000,3
Иркутск,2,9.0,44.8,8300000,3
Иркутск,6,9.0,43.0,8350000,3
Санкт-Петербург,4,17.0,44.4,8300000,1
Краснодар,3,9.0,43.0,8400000,3
Иркутск,9,9.0,44.2,8500000,3
Иркутск,5,12.0,43.0,8500000,3
Санкт-Петербург,2,23.0,43.0,8700000,1
Краснодар,6,8.0,43.5,8700000,4
Иркутск,5,12.0,43.0,8650000,3
Москва,8,15.0,43.6,8700000,1
Иркутск,3,5.0,44.6,8750000,3
Иркутск,2,9.0,44.9,8800000,3
Краснодар,2,5.0,43.2,8900000,3
Краснодар,8,8.0,43.3,9000000,4
Иркутск,4,9.0,44.0,9100000,3
Ярославль,3,12.0,44.8,9200000,3
Санкт-Петербург,20,25.0,43.0,9300000,1
Иркутск,9,9.0,44.0,9500000,3
Иркутск,7,9.0,43.8,9500000,3
Краснодар,9,9.0,44.0,9500000,3
Краснодар,3,8.0,44.0,10000000,3
Краснодар,3,8.0,44.0,9999999,3
Краснодар,2,8.0,43.0,9990000,2
Краснодар,9,14.0,44.0,10900000,1
Ярославль,9,14.0,44.0,10900000,1
Санкт-Петербург,4,23.0,43.0,11000000,1
Иркутск,19,25.0,43.3,12300000,1
Санкт-Петербург,8,9.0,43.1,13500000,1
Иркутск,2,24.0,44.0,6400000,1
Иркутск,8,9.0,44.0,6500000,3
Иркутск,9,14.0,43.0,6750000,1
Ярославль,5,9.0,44.5,6800000,3
Иркутск,4,9.0,44.3,6990000,3
Иркутск,5,9.0,44.5,6990000,3
Санкт-Петербург,21,45.0,43.0,7000000,1
Иркутск,1,9.0,44.5,7000000,3
Иркутск,12,12.0,44.0,7100000,2
Иркутск,5,9.0,43.4,7100000,3
Иркутск,3,9.0,44.0,7150000,3
Иркутск,1,9.0,44.5,7200000,3
Иркутск,5,9.0,44.4,7200000,3
Краснодар,8,12.0,43.0,7200000,1
Иркутск,2,9.0,44.0,7300000,2
Иркутск,2,9.0,44.1,7300000,3
Иркутск,9,9.0,44.5,7350000,3
Иркутск,8,9.0,44.0,7400000,3
Иркутск,2,9.0,44.5,7400000,2
Иркутск,4,9.0,44.2,7500000,1
Санкт-Петербург,7,11.0,44.0,7500000,1
Иркутск,4,9.0,44.5,7600000,3
Иркутск,9,9.0,44.5,7650000,3
Иркутск,7,9.0,44.4,7700000,3
Санкт-Петербург,1,9.0,44.1,7800000,2
Иркутск,9,9.0,44.0,7800000,3
Иркутск,6,9.0,44.0,7900000,3
Иркутск,6,9.0,44.0,7990000,3
Краснодар,5,5.0,44.3,7900000,3
Иркутск,5,5.0,44.1,8000000,4
Иркутск,2,9.0,44.7,8000000,2
Иркутск,8,9.0,44.3,8100000,3
Иркутск,5,9.0,44.0,8200000,2
Иркутск,4,5.0,44.0,8250000,3
Краснодар,1,5.0,43.8,8250000,3
Краснодар,1,5.0,44.0,8300000,4
Ярославль,2,12.0,44.0,8400000,2
Краснодар,4,5.0,44.0,8500000,3
Иркутск,6,9.0,43.9,8500000,3
Иркутск,7,9.0,44.7,8500000,3
Иркутск,8,12.0,43.0,8550000,3
Санкт-Петербург,22,22.0,44.0,8900000,1
Иркутск,5,9.0,45.0,8950000,3
Краснодар,3,8.0,43.0,8990000,2
Санкт-Петербург,3,14.0,47.0,14000000,1
Иркутск,2,12.0,47.0,6700000,2
Иркутск,4,9.0,45.0,7150000,2
Санкт-Петербург,7,7.0,47.0,14499000,1
Санкт-Петербург,15,24.0,45.9,6799000,1
Санкт-Петербург,39,45.0,45.0,7200000,1
Иркутск,7,9.0,46.0,7300000,3
Краснодар,7,8.0,45.0,8500000,3
Иркутск,5,9.0,45.0,9000000,2
Москва,2,16.0,45.3,10800000,1
Иркутск,3,9.0,45.0,7300000,3
Иркутск,5,9.0,45.0,8100000,2
Краснодар,5,8.0,45.7,9800000,3
Иркутск,1,12.0,47.4,6650000,3
Санкт-Петербург,8,11.0,45.0,7100000,1
Москва,7,11.0,45.6,7200000,1
Москва,22,24.0,46.6,7171740,1
Иркутск,8,9.0,45.0,7700000,2
Иркутск,6,9.0,45.0,7700000,3
Иркутск,4,9.0,47.2,7750000,3
Иркутск,3,9.0,45.0,7999999,2
Иркутск,8,9.0,45.0,8150000,3
Иркутск,10,12.0,47.0,8500000,2
Иркутск,6,9.0,45.0,8800000,3
Краснодар,3,11.0,46.0,8900000,2
Иркутск,8,9.0,46.0,9000000,1
Ярославль,3,5.0,45.0,9000000,3
Ярославль,2,9.0,46.2,9200000,3
Ярославль,2,12.0,45.0,9400000,3
Санкт-Петербург,2,16.0,45.3,10790000,1
Санкт-Петербург,2,14.0,45.8,10790000,1
Иркутск,21,21.0,45.0,12200000,1
Иркутск,5,15.0,46.2,13000000,1
Иркутск,4,5.0,45.0,8500000,5
Санкт-Петербург,12,18.0,47.0,8999999,1
Иркутск,6,12.0,45.0,7400000,2
Иркутск,10,12.0,47.0,9300000,2
Краснодар,7,9.0,47.7,9350000,2
Краснодар,9,9.0,45.0,9500000,3
Иркутск,13,25.0,46.3,9850000,3
Краснодар,1,5.0,46.0,14500000,1
Иркутск,4,9.0,47.2,6450000,3
Иркутск,3,12.0,46.0,6500000,3
Иркутск,9,12.0,46.0,6700000,2
Ярославль,3,9.0,46.0,6790000,3
Ярославль,1,12.0,46.6,6800000,2
Иркутск,7,12.0,46.0,6800000,2
Ярославль,12,12.0,45.0,6900000,3
Иркутск,5,9.0,45.0,6950000,3
Иркутск,1,9.0,47.0,7100000,3
Иркутск,10,12.0,47.6,7150000,2
Иркутск,3,14.0,47.0,7150000,1
Иркутск,6,12.0,47.7,7200000,2
Иркутск,2,9.0,46.0,7200000,3
Иркутск,1,9.0,46.0,7290000,3
Иркутск,3,9.0,45.0,7300000,3
Иркутск,1,9.0,45.0,7300000,3
Иркутск,5,9.0,45.0,7300000,3
Иркутск,5,9.0,45.7,7300000,3
Иркутск,1,9.0,47.0,7400000,3
Иркутск,6,12.0,45.7,7350000,2
Иркутск,5,9.0,45.0,7400000,3
Ярославль,6,12.0,47.7,7350000,2
Иркутск,12,12.0,46.7,7400000,3
Москва,10,15.0,45.0,7550000,1
Иркутск,3,9.0,45.0,7500000,3
Москва,9,15.0,46.0,7500000,1
Иркутск,3,9.0,47.0,7500000,3
Иркутск,1,9.0,45.3,7500000,3
Иркутск,1,12.0,46.2,7550000,2
Иркутск,1,12.0,47.7,7500000,1
Иркутск,9,9.0,45.0,7590000,2
Иркутск,4,9.0,45.0,7500000,3
Иркутск,1,9.0,45.0,7500000,3
Иркутск,5,9.0,45.4,7700000,3
Иркутск,4,9.0,47.2,7738999,3
Иркутск,4,5.0,45.0,7800000,3
Иркутск,4,9.0,47.0,7790000,3
Ярославль,7,12.0,46.0,7850000,3
Иркутск,8,12.0,47.0,7900000,1
Иркутск,2,13.0,45.8,7950000,2
Ярославль,11,24.0,47.0,7900000,1
Иркутск,4,9.0,45.0,8000000,2
Иркутск,7,9.0,45.3,8000000,3
Иркутск,1,9.0,47.0,8000000,2
Иркутск,9,9.0,47.0,8050000,3
Иркутск,9,9.0,45.6,8200000,3
Санкт-Петербург,8,9.0,45.0,8200000,2
Ярославль,1,12.0,46.4,8200000,2
Иркутск,8,9.0,45.0,8200000,3
Иркутск,6,9.0,46.0,8250000,3
Москва,9,15.0,45.0,8290000,1
Иркутск,5,9.0,46.0,8300000,3
Иркутск,4,5.0,45.0,8400000,4
Иркутск,2,12.0,45.2,8500000,3
Иркутск,7,9.0,45.0,8500000,3
Иркутск,8,9.0,46.5,8590000,2
Иркутск,5,9.0,46.2,8650000,3
Ярославль,3,5.0,45.0,8700000,3
Иркутск,6,9.0,45.0,8990000,2
Иркутск,5,13.0,47.3,8950000,1
Санкт-Петербург,21,22.0,45.2,8900000,1
Москва,10,11.0,47.5,8950000,1
Иркутск,2,9.0,45.0,8950000,2
Санкт-Петербург,5,13.0,47.3,8940000,1
Ярославль,5,9.0,45.6,8900000,4
Санкт-Петербург,2,9.0,45.0,8900000,3
Иркутск,5,9.0,45.0,9000000,2
Ярославль,3,5.0,45.0,9000000,3
Иркутск,5,9.0,45.0,9000000,2
Иркутск,7,12.0,46.0,9000000,1
Санкт-Петербург,7,14.0,45.0,9200000,2
Иркутск,20,21.0,45.0,9300000,1
Ярославль,1,14.0,46.4,9250000,1
Краснодар,2,10.0,45.2,9300000,3
Иркутск,2,9.0,46.0,9400000,3
Иркутск,3,5.0,45.0,9490000,3
Краснодар,2,8.0,47.1,9800000,2
Санкт-Петербург,15,15.0,46.1,9780000,1
Санкт-Петербург,15,15.0,46.2,9799000,1
Иркутск,10,12.0,45.4,10500000,2
Иркутск,10,12.0,45.4,10500000,2
Ярославль,7,12.0,47.3,10700000,1
Ярославль,9,14.0,45.0,10850000,2
Краснодар,6,9.0,45.0,10800000,3
Санкт-Петербург,2,14.0,46.0,11000000,1
Краснодар,4,8.0,45.0,11850000,1
Краснодар,3,8.0,46.2,12900000,1
Санкт-Петербург,16,24.0,45.0,13990000,1
Краснодар,1,5.0,46.5,14500000,1
Ярославль,6,12.0,47.0,6100000,3
Иркутск,12,12.0,47.2,6350000,3
Иркутск,1,12.0,45.5,6400000,2
Ярославль,1,12.0,46.6,6800000,2
Иркутск,5,9.0,46.0,6800000,3
Ярославль,1,12.0,45.4,6870000,3
Москва,4,17.0,45.0,6900000,1
Санкт-Петербург,7,15.0,45.9,6990000,1
Ярославль,7,12.0,47.0,6990000,2
Иркутск,1,9.0,47.0,7000000,3
Ярославль,4,9.0,45.0,7100000,3
Ярославль,7,9.0,45.0,7200000,2
Иркутск,2,9.0,45.0,7200000,3
Иркутск,7,9.0,45.0,7300000,2
Иркутск,14,16.0,45.0,7400000,1
Санкт-Петербург,1,12.0,47.0,7370000,1
Иркутск,5,12.0,46.6,7400000,1
Иркутск,5,12.0,45.9,7499000,2
Иркутск,9,9.0,46.0,7500000,3
Иркутск,9,9.0,45.0,7550000,2
Иркутск,5,12.0,46.0,7500000,2
Иркутск,2,9.0,45.0,7590000,1
Иркутск,5,5.0,45.0,7500000,3
Иркутск,2,9.0,45.3,7590000,3
Иркутск,2,12.0,46.1,7500000,2
Иркутск,4,9.0,45.0,7600000,2
Иркутск,9,12.0,47.0,7600000,3
Иркутск,8,9.0,47.0,7700000,3
Иркутск,1,14.0,45.0,7700000,3
Иркутск,9,12.0,45.7,7800000,2
Иркутск,6,12.0,45.5,7750000,2
Иркутск,6,12.0,45.9,7800000,2
Иркутск,11,12.0,47.0,7800000,2
Иркутск,5,12.0,45.7,7750000,1
Иркутск,2,9.0,45.0,7800000,2
Иркутск,1,9.0,45.4,7800000,3
Санкт-Петербург,3,22.0,46.67,7850000,1
Краснодар,1,8.0,45.4,7900000,1
Иркутск,1,9.0,47.0,7999000,2
Ярославль,8,9.0,45.0,7990000,5
Ярославль,4,12.0,46.9,7970000,1
Иркутск,3,9.0,45.0,8000000,3
Ярославль,6,14.0,45.0,8000000,2
Иркутск,9,14.0,46.3,8000000,3
Иркутск,7,9.0,45.0,8000000,3
Иркутск,5,9.0,45.0,8000000,3
Иркутск,6,12.0,45.0,8000000,2
Москва,9,11.0,45.0,8000000,1
Иркутск,8,9.0,45.0,8100000,3
Иркутск,9,9.0,45.0,8100000,3
Ярославль,6,9.0,46.0,8100000,3
Иркутск,5,9.0,45.4,8200000,3
Иркутск,4,9.0,45.0,8200000,2
Иркутск,9,12.0,45.4,8300000,2
Иркутск,9,9.0,47.0,8300000,3
Иркутск,4,12.0,47.1,8300000,3
Санкт-Петербург,5,17.0,46.25,8300000,1
Санкт-Петербург,5,12.0,47.0,8350000,2
Иркутск,9,9.0,46.0,8300000,3
Иркутск,8,9.0,45.0,8499000,1
Иркутск,5,5.0,45.0,8400000,4
Иркутск,1,9.0,47.3,8400000,2
Ярославль,5,9.0,45.6,8500000,4
Иркутск,5,9.0,46.0,8500000,3
Ярославль,8,9.0,45.0,8500000,3
Иркутск,3,9.0,45.0,8500000,2
Краснодар,5,13.0,45.0,8500000,1
Ярославль,1,12.0,47.0,8500000,1
Санкт-Петербург,5,11.0,45.4,8600000,1
Иркутск,8,9.0,46.0,8600000,2
Ярославль,11,12.0,49.0,8600000,1
Иркутск,1,12.0,48.5,7800000,2
Ярославль,10,12.0,49.0,10000000,3
Санкт-Петербург,6,20.0,49.54,12699000,1
Иркутск,5,9.0,48.0,7500000,1
Иркутск,6,9.0,48.3,8400000,3
Краснодар,7,9.0,48.2,9490000,2
Иркутск,3,12.0,48.0,7000000,4
Иркутск,6,12.0,48.0,7100000,2
Иркутск,3,14.0,48.0,7150000,2
Иркутск,3,14.0,48.0,7150000,2
Иркутск,9,9.0,49.4,7700000,4
Иркутск,1,9.0,49.3,7800000,3
Иркутск,8,9.0,49.4,7800000,4
Иркутск,2,12.0,48.0,8000000,1
Иркутск,8,12.0,48.0,8200000,2
Иркутск,2,12.0,49.0,8499998,1
Иркутск,6,9.0,48.3,8400000,3
Ярославль,8,12.0,49.0,8500000,1
Иркутск,4,22.0,49.8,8500000,1
Иркутск,2,9.0,49.0,8500000,4
Иркутск,4,22.0,49.0,8600000,1
Иркутск,6,9.0,49.0,8900000,4
Иркутск,2,9.0,49.7,8999000,4
Иркутск,4,9.0,49.0,9200000,4
Иркутск,7,12.0,48.0,9200000,2
Краснодар,7,9.0,48.2,9490000,2
Краснодар,5,5.0,49.9,9800000,3
Ярославль,10,12.0,49.0,10200000,3
Краснодар,8,12.0,48.4,10700000,2
Москва,6,19.0,48.1,10800000,1
Краснодар,6,12.0,49.0,10900000,1
Краснодар,2,8.0,48.0,11000000,2
Иркутск,6,9.0,48.0,11420000,1
Краснодар,8,9.0,48.2,11500000,4
Краснодар,2,5.0,49.0,13000000,1
Санкт-Петербург,7,14.0,49.0,13000000,1
Иркутск,5,9.0,48.8,7250000,4
Иркутск,1,12.0,48.0,7300000,2
Краснодар,10,24.0,49.0,7300000,1
Санкт-Петербург,9,12.0,48.0,7350000,1
Иркутск,11,12.0,48.0,7550000,2
Иркутск,4,12.0,49.0,7850000,4
Иркутск,7,14.0,48.0,7900000,2
Санкт-Петербург,7,15.0,49.0,7950000,1
Иркутск,6,9.0,48.5,8100000,4
Санкт-Петербург,2,9.0,48.4,8100000,4
Санкт-Петербург,20,23.0,48.0,8300000,1
Иркутск,6,9.0,48.3,8390000,3
Иркутск,2,9.0,49.0,8500000,4
Санкт-Петербург,2,9.0,50.0,8500000,4
Иркутск,2,9.0,50.0,8500000,4
Иркутск,2,14.0,49.8,8500000,2
Иркутск,7,12.0,49.0,8550000,3
Ярославль,8,9.0,50.0,8600000,4
Иркутск,8,9.0,48.0,8800000,2
Иркутск,10,14.0,48.5,8850000,1
Иркутск,1,12.0,49.0,8800000,3
Ярославль,6,14.0,50.0,8900000,1
Москва,4,22.0,50.0,9020000,3
Иркутск,1,9.0,48.2,9100000,1
Иркутск,6,9.0,50.0,9300000,4
Иркутск,2,17.0,50.0,9500000,1
Краснодар,7,9.0,49.4,9499900,2
Ярославль,11,12.0,48.0,9500000,1
Иркутск,8,14.0,50.0,9600000,2
Иркутск,10,12.0,50.0,9650000,1
Краснодар,3,9.0,48.0,10300000,2
Санкт-Петербург,3,17.0,50.0,10500000,1
Краснодар,2,6.0,49.0,10750000,2
Иркутск,5,9.0,48.0,11299999,1
